Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance
Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm
,10 K,,50 K,,100 K,,150 K,,150 K,,160 K,,170 K,,180 K,,190 K,,200 K
30000.162109375,-23.26899,30000.216796875,-34.67212,30000.205078125,-49.10643,30000.2265625,-66.9537,30000.314453125,-67.00284,30000.2265625,-71.8843,30000.048828125,-75.96385,30000.2265625,-79.4692,30000.150390625,-83.49099,30000.193359375,-87.20683
30000.12890625,-23.27793,30000.205078125,-34.6847,30000.23828125,-49.12439,30000.216796875,-66.9623,30000.28125,-67.03896,30000.171875,-71.8993,30000.060546875,-75.98071,30000.2265625,-79.47443,30000.162109375,-83.46721,30000.162109375,-87.22444
30000.1171875,-23.28141,30000.23828125,-34.68979,30000.23828125,-49.13191,30000.193359375,-66.97952,30000.302734375,-67.06192,30000.18359375,-71.92259,30000.0703125,-76.01459,30000.2265625,-79.52649,30000.162109375,-83.45852,30000.138671875,-87.25623
30000.138671875,-23.28207,30000.193359375,-34.68961,30000.205078125,-49.14243,30000.205078125,-66.99746,30000.302734375,-67.11738,30000.2265625,-71.93559,30000.060546875,-76.03819,30000.18359375,-79.5405,30000.171875,-83.478,30000.138671875,-87.25645
30000.12890625,-23.22789,30000.162109375,-34.66509,30000.18359375,-49.09343,30000.18359375,-66.92309,30000.2265625,-67.04313,30000.18359375,-71.83145,30000.048828125,-75.99842,30000.193359375,-79.4415,30000.150390625,-83.38008,30000.150390625,-87.19289
30000.1171875,-23.23491,30000.205078125,-34.67442,30000.2265625,-49.10862,30000.193359375,-66.95531,30000.259765625,-67.05412,30000.23828125,-71.83978,30000.048828125,-76.03417,30000.18359375,-79.43588,30000.138671875,-83.39046,30000.1171875,-87.21858
30000.1171875,-23.24144,30000.171875,-34.68079,30000.2265625,-49.12546,30000.171875,-66.97231,30000.23828125,-67.05766,30000.193359375,-71.85825,30000.02734375,-76.0397,30000.12890625,-79.43532,30000.150390625,-83.44353,30000.138671875,-87.21556
30000.09375,-23.24716,30000.205078125,-34.68813,30000.2265625,-49.12978,30000.216796875,-66.98716,30000.23828125,-67.0905,30000.193359375,-71.83131,29999.994140625,-76.07484,30000.193359375,-79.46539,30000.150390625,-83.4987,30000.150390625,-87.25755
29000.408203125,-23.26808,29000.130859375,-34.66495,29000.353515625,-49.11503,29000.341796875,-67.03057,29000.14453125,-67.12206,29000.330078125,-71.97549,29000.330078125,-76.16346,29000.330078125,-79.50616,29000.298828125,-83.61007,29000.265625,-87.4981
29000.384765625,-23.27865,29000.166015625,-34.66983,29000.375,-49.13152,29000.330078125,-67.04034,29000.19921875,-67.15364,29000.36328125,-71.99637,29000.330078125,-76.17168,29000.353515625,-79.55983,29000.298828125,-83.59366,29000.287109375,-87.52294
29000.384765625,-23.28361,29000.2109375,-34.67534,29000.384765625,-49.14551,29000.353515625,-67.06746,29000.177734375,-67.1704,29000.353515625,-72.04048,29000.3203125,-76.18966,29000.330078125,-79.59514,29000.275390625,-83.64249,29000.298828125,-87.59737
29000.41796875,-23.28968,29000.19921875,-34.68576,29000.375,-49.15947,29000.298828125,-67.06885,29000.15625,-67.19237,29000.375,-72.05532,29000.330078125,-76.23202,29000.298828125,-79.59055,29000.275390625,-83.59093,29000.25390625,-87.60484
28000.1484375,-23.23469,28000.369140625,-34.65083,28000.13671875,-49.13612,28000.412109375,-67.12123,28000.326171875,-67.24275,28000.369140625,-72.09,28000.435546875,-76.31064,28000.40234375,-79.84235,28000.369140625,-83.80593,28000.34765625,-87.81825
28000.193359375,-23.24139,28000.390625,-34.66098,28000.1484375,-49.15516,28000.369140625,-67.14068,28000.271484375,-67.25087,28000.412109375,-72.13861,28000.412109375,-76.30327,28000.412109375,-79.89581,28000.357421875,-83.81713,28000.34765625,-87.85392
28000.158203125,-23.24779,28000.3359375,-34.66944,28000.13671875,-49.1662,28000.3359375,-67.17796,28000.29296875,-67.25758,28000.40234375,-72.14294,28000.40234375,-76.3297,28000.390625,-79.9579,28000.357421875,-83.81874,28000.369140625,-87.88937
28000.216796875,-23.25016,28000.357421875,-34.67477,28000.125,-49.17294,28000.3359375,-67.18896,28000.302734375,-67.27524,28000.40234375,-72.17038,28000.390625,-76.29633,28000.369140625,-79.9705,28000.369140625,-83.82921,28000.357421875,-87.92262
27000.353515625,-23.2177,27000.396484375,-34.66388,27000.142578125,-49.16557,27000.384765625,-67.23424,27000.408203125,-67.35417,27000.12109375,-72.25611,27000.130859375,-76.32732,27000.15234375,-80.15466,27000.109375,-84.03821,27000.36328125,-88.09701
27000.36328125,-23.22797,27000.41796875,-34.67459,27000.17578125,-49.1795,27000.396484375,-67.26115,27000.384765625,-67.34727,27000.12109375,-72.28,27000.109375,-76.35522,27000.142578125,-80.14294,27000.130859375,-84.08391,27000.384765625,-88.13387
27000.353515625,-23.23365,27000.41796875,-34.67866,27000.109375,-49.19205,27000.375,-67.28053,27000.408203125,-67.34023,27000.142578125,-72.29826,27000.12109375,-76.37045,27000.12109375,-80.154,27000.109375,-84.05716,27000.36328125,-88.11283
27000.330078125,-23.23787,27000.396484375,-34.68597,27000.15234375,-49.20298,27000.408203125,-67.28715,27000.330078125,-67.38261,27000.1640625,-72.29205,27000.09765625,-76.39929,27000.130859375,-80.15398,27000.09765625,-84.05589,27000.375,-88.1448
26000.169921875,-23.25828,26000.380859375,-34.64929,26000.1484375,-49.2136,26000.380859375,-67.28025,26000.390625,-67.40489,26000.380859375,-72.38506,26000.103515625,-76.49431,26000.390625,-80.3472,26000.060546875,-84.33108,26000.40234375,-88.29095
26000.158203125,-23.26208,26000.369140625,-34.65493,26000.158203125,-49.22834,26000.380859375,-67.31241,26000.369140625,-67.4305,26000.40234375,-72.40378,26000.103515625,-76.50331,26000.380859375,-80.37307,26000.103515625,-84.37636,26000.369140625,-88.28483
26000.1796875,-23.2671,26000.357421875,-34.66496,26000.203125,-49.23545,26000.380859375,-67.32628,26000.34765625,-67.44579,26000.435546875,-72.41876,26000.08203125,-76.51591,26000.380859375,-80.41266,26000.0703125,-84.37919,26000.380859375,-88.34418
26000.1796875,-23.27237,26000.390625,-34.67463,26000.19140625,-49.24934,26000.357421875,-67.35394,26000.380859375,-67.45211,26000.412109375,-72.441,26000.103515625,-76.54396,26000.390625,-80.41241,26000.09375,-84.40245,26000.380859375,-88.34752
25000.3203125,-23.28246,25000.2734375,-34.65027,25000.353515625,-49.2346,25000.12109375,-67.38916,25000.384765625,-67.48668,25000.197265625,-72.48688,25000.353515625,-76.62296,25000.130859375,-80.63191,25000.240234375,-84.5537,25000.251953125,-88.50412
25000.353515625,-23.28709,25000.26171875,-34.65942,25000.384765625,-49.25078,25000.109375,-67.41788,25000.408203125,-67.50737,25000.1640625,-72.49969,25000.341796875,-76.66435,25000.1640625,-80.65131,25000.298828125,-84.51927,25000.21875,-88.5424
25000.330078125,-23.29288,25000.240234375,-34.6714,25000.384765625,-49.26055,25000.142578125,-67.41739,25000.408203125,-67.52297,25000.23046875,-72.51561,25000.298828125,-76.69361,25000.12109375,-80.64994,25000.2734375,-84.58936,25000.2734375,-88.58722
25000.36328125,-23.29762,25000.2734375,-34.67554,25000.341796875,-49.26771,25000.12109375,-67.43567,25000.408203125,-67.53231,25000.130859375,-72.53819,25000.298828125,-76.69846,25000.17578125,-80.66825,25000.298828125,-84.5808,25000.2734375,-88.59153
24000.3359375,-23.23906,24000.390625,-34.64972,24000.34765625,-49.23151,24000.125,-67.4597,24000.390625,-67.56484,24000.423828125,-72.60692,24000.103515625,-76.85426,24000.203125,-80.83019,24000.40234375,-84.71781,24000.390625,-88.72778
24000.326171875,-23.24603,24000.412109375,-34.66049,24000.357421875,-49.24743,24000.13671875,-67.46793,24000.412109375,-67.61112,24000.412109375,-72.64755,24000.1484375,-76.87336,24000.1484375,-80.84656,24000.380859375,-84.74806,24000.380859375,-88.7822
24000.357421875,-23.25209,24000.40234375,-34.6613,24000.3359375,-49.25775,24000.0703125,-67.51828,24000.3359375,-67.61567,24000.390625,-72.65666,24000.115234375,-76.89849,24000.13671875,-80.88895,24000.380859375,-84.7051,24000.423828125,-88.77615
24000.326171875,-23.25659,24000.435546875,-34.6697,24000.3125,-49.26704,24000.103515625,-67.53929,24000.423828125,-67.5958,24000.423828125,-72.68289,24000.13671875,-76.91332,24000.1796875,-80.88358,24000.390625,-84.74581,24000.380859375,-88.81064
23000.109375,-23.21409,23000.396484375,-34.66002,23000.294921875,-49.2672,23000.33984375,-67.5743,23000.31640625,-67.65466,23000.353515625,-72.74332,23000.384765625,-77.05677,23000.408203125,-81.10303,23000.353515625,-84.97674,23000.328125,-89.03507
23000.087890625,-23.22366,23000.36328125,-34.67424,23000.28515625,-49.28003,23000.375,-67.6025,23000.306640625,-67.69597,23000.328125,-72.77242,23000.375,-77.08662,23000.41796875,-81.14062,23000.33984375,-84.97101,23000.353515625,-89.05737
23000.109375,-23.22726,23000.375,-34.6849,23000.28515625,-49.29496,23000.353515625,-67.63216,23000.328125,-67.70076,23000.328125,-72.78462,23000.33984375,-77.11523,23000.408203125,-81.16149,23000.33984375,-85.02292,23000.306640625,-89.07278
23000.109375,-23.22819,23000.384765625,-34.70219,23000.26171875,-49.29852,23000.31640625,-67.62307,23000.294921875,-67.72758,23000.33984375,-72.8065,23000.384765625,-77.13387,23000.41796875,-81.19724,23000.31640625,-85.06499,23000.36328125,-89.10558
22000.37890625,-23.13736,22000.291015625,-34.71539,22000.400390625,-49.29852,22000.357421875,-67.7065,22000.169921875,-67.66125,22000.345703125,-72.93146,22000.357421875,-77.17601,22000.37890625,-81.39821,22000.302734375,-85.28207,22000.32421875,-89.40631
22000.400390625,-23.1462,22000.32421875,-34.72392,22000.400390625,-49.31492,22000.302734375,-67.72933,22000.19140625,-67.67225,22000.3359375,-72.96205,22000.37890625,-77.20951,22000.357421875,-81.37311,22000.302734375,-85.33208,22000.3359375,-89.40127
22000.390625,-23.15079,22000.291015625,-34.73041,22000.3671875,-49.32856,22000.3125,-67.73194,22000.125,-67.70247,22000.357421875,-72.98619,22000.345703125,-77.22656,22000.37890625,-81.3943,22000.3125,-85.38348,22000.32421875,-89.40656
22000.37890625,-23.15632,22000.3359375,-34.73438,22000.400390625,-49.33628,22000.28125,-67.74181,22000.158203125,-67.70966,22000.3125,-73.01302,22000.3671875,-77.22855,22000.400390625,-81.40395,22000.32421875,-85.43106,22000.3125,-89.43671
21000.3515625,-23.17676,21000.36328125,-34.72122,21000.36328125,-49.28434,21000.2734375,-67.78277,21000.40625,-67.78206,21000.41796875,-73.06372,21000.294921875,-77.42825,21000.30859375,-81.60825,21000.384765625,-85.63126,21000.41796875,-89.67321
21000.330078125,-23.13179,21000.39453125,-34.73071,21000.33984375,-49.29753,21000.30859375,-67.82222,21000.36328125,-67.80798,21000.384765625,-73.0926,21000.330078125,-77.45868,21000.3515625,-81.61965,21000.41796875,-85.63293,21000.40625,-89.69936
21000.294921875,-23.1365,21000.40625,-34.73555,21000.330078125,-49.31628,21000.23046875,-67.82957,21000.39453125,-67.82449,21000.427734375,-73.07532,21000.28515625,-77.5194,21000.330078125,-81.64693,21000.40625,-85.66436,21000.40625,-89.73619
21000.330078125,-23.14165,21000.427734375,-34.74541,21000.318359375,-49.33043,21000.23046875,-67.83916,21000.3515625,-67.84982,21000.373046875,-73.08779,21000.240234375,-77.51331,21000.318359375,-81.68108,21000.39453125,-85.67782,21000.36328125,-89.78979
20000.2578125,-23.16949,20000.3671875,-34.73398,20000.3671875,-49.32526,20000.3125,-67.87594,20000.279296875,-67.81545,20000.1796875,-73.20702,20000.345703125,-77.67119,20000.390625,-81.84287,20000.3671875,-86.02259,20000.279296875,-89.95377
20000.24609375,-23.17408,20000.357421875,-34.74272,20000.37890625,-49.34034,20000.3125,-67.91375,20000.3671875,-67.83633,20000.1796875,-73.23056,20000.333984375,-77.69667,20000.390625,-81.87246,20000.322265625,-86.05887,20000.345703125,-89.99043
20000.2578125,-23.18029,20000.333984375,-34.75371,20000.390625,-49.34999,20000.345703125,-67.94453,20000.357421875,-67.87605,20000.212890625,-73.25565,20000.345703125,-77.73927,20000.357421875,-81.89969,20000.333984375,-86.1012,20000.3125,-89.98863
20000.2890625,-23.18841,20000.3125,-34.75515,20000.333984375,-49.35184,20000.345703125,-67.95187,20000.345703125,-67.87911,20000.212890625,-73.29331,20000.400390625,-77.75763,20000.3671875,-81.98629,20000.30078125,-86.12405,20000.3125,-89.97317
19000.294921875,-23.19309,19000.26171875,-34.72281,19000.240234375,-49.37086,19000.28515625,-67.98606,19000.384765625,-67.9555,19000.361328125,-73.4005,19000.185546875,-77.91248,19000.28515625,-82.12029,19000.349609375,-86.38197,19000.349609375,-90.14487
19000.306640625,-23.20087,19000.26171875,-34.73568,19000.28515625,-49.38798,19000.361328125,-68.00186,19000.37109375,-67.97655,19000.31640625,-73.41914,19000.26171875,-77.92339,19000.28515625,-82.15359,19000.361328125,-86.34116,19000.306640625,-90.20648
19000.33984375,-23.20558,19000.251953125,-34.7443,19000.251953125,-49.39801,19000.37109375,-68.00707,19000.31640625,-67.99998,19000.328125,-73.45647,19000.240234375,-77.95538,19000.26171875,-82.1752,19000.37109375,-86.35707,19000.361328125,-90.22294
19000.26171875,-23.20967,19000.21875,-34.75129,19000.26171875,-49.40278,19000.40625,-68.01407,19000.31640625,-68.01529,19000.349609375,-73.46883,19000.2734375,-77.9519,19000.28515625,-82.18345,19000.361328125,-86.36526,19000.361328125,-90.23844
18000.34375,-23.14864,18000.2890625,-34.72621,18000.24609375,-49.39357,18000.2578125,-68.05977,18000.2890625,-68.07048,18000.224609375,-73.61683,18000.41015625,-78.08077,18000.322265625,-82.29682,18000.267578125,-86.67659,18000.212890625,-90.46951
18000.35546875,-23.1343,18000.30078125,-34.7367,18000.279296875,-49.40463,18000.30078125,-68.07822,18000.30078125,-68.13116,18000.24609375,-73.67387,18000.41015625,-78.13306,18000.322265625,-82.32123,18000.279296875,-86.6949,18000.24609375,-90.50242
18000.322265625,-23.14554,18000.30078125,-34.74638,18000.2890625,-49.41973,18000.267578125,-68.10547,18000.267578125,-68.13643,18000.267578125,-73.68069,18000.466796875,-78.16283,18000.3125,-82.35158,18000.224609375,-86.7452,18000.234375,-90.5431
18000.34375,-23.13746,18000.267578125,-34.75138,18000.2890625,-49.42966,18000.279296875,-68.1177,18000.2890625,-68.13213,18000.24609375,-73.69962,18000.376953125,-78.14667,18000.322265625,-82.38861,18000.234375,-86.71931,18000.24609375,-90.54131
17000.39453125,-23.1012,17000.31640625,-34.73629,17000.33984375,-49.40152,17000.26171875,-68.16912,17000.33984375,-68.18591,17000.31640625,-73.68343,17000.21875,-78.27414,17000.23046875,-82.66605,17000.306640625,-87.1259,17000.328125,-90.73677
17000.3828125,-23.08566,17000.306640625,-34.74075,17000.31640625,-49.41784,17000.328125,-68.18535,17000.328125,-68.19404,17000.2734375,-73.70986,17000.130859375,-78.28489,17000.251953125,-82.63973,17000.33984375,-87.12976,17000.26171875,-90.72218
17000.404296875,-23.07342,17000.328125,-34.74893,17000.31640625,-49.43506,17000.31640625,-68.19423,17000.26171875,-68.18082,17000.328125,-73.74454,17000.140625,-78.29337,17000.240234375,-82.68278,17000.28515625,-87.14622,17000.294921875,-90.75148
17000.3828125,-23.07919,17000.349609375,-34.75433,17000.33984375,-49.44781,17000.306640625,-68.22245,17000.26171875,-68.19531,17000.28515625,-73.76482,17000.162109375,-78.35168,17000.23046875,-82.72013,17000.306640625,-87.17859,17000.294921875,-90.76397
16000.1572265625,-23.06054,16000.30078125,-34.72594,16000.3115234375,-49.39534,16000.2119140625,-68.26479,16000.2451171875,-68.27779,16000.267578125,-73.88671,16000.0693359375,-78.54886,16000.279296875,-83.01918,16000.267578125,-87.53014,16000.2568359375,-91.04361
16000.201171875,-23.06565,16000.267578125,-34.74072,16000.2900390625,-49.40203,16000.2333984375,-68.28077,16000.2568359375,-68.29536,16000.3115234375,-73.9073,16000.091796875,-78.53219,16000.2568359375,-83.08363,16000.2568359375,-87.54539,16000.2333984375,-91.06364
16000.1787109375,-23.07742,16000.267578125,-34.74987,16000.2900390625,-49.41338,16000.22265625,-68.32691,16000.2568359375,-68.32595,16000.30078125,-73.92142,16000.1904296875,-78.56909,16000.279296875,-83.09632,16000.3115234375,-87.55825,16000.267578125,-91.10236
16000.16796875,-23.07536,16000.267578125,-34.75861,16000.2568359375,-49.42118,16000.30078125,-68.32507,16000.2119140625,-68.33397,16000.2451171875,-73.96416,16000.0693359375,-78.58974,16000.279296875,-83.13029,16000.3232421875,-87.53108,16000.267578125,-91.10938
15000.361328125,-23.09285,15000.3173828125,-34.73661,15000.140625,-49.41198,15000.119140625,-68.3485,15000.2177734375,-68.37326,15000.1513671875,-74.05877,15000.1630859375,-78.74645,15000.3505859375,-83.26024,15000.2958984375,-87.77075,15000.173828125,-91.32967
15000.3720703125,-23.09572,15000.3173828125,-34.7493,15000.140625,-49.44077,15000.0966796875,-68.36106,15000.2177734375,-68.38569,15000.1845703125,-74.06592,15000.1630859375,-78.76244,15000.3388671875,-83.30685,15000.2958984375,-87.77656,15000.140625,-91.38024
15000.3388671875,-23.09949,15000.3173828125,-34.75743,15000.1298828125,-49.45197,15000.173828125,-68.38435,15000.140625,-68.39162,15000.1953125,-74.1056,15000.173828125,-78.75539,15000.306640625,-83.35538,15000.3173828125,-87.7227,15000.1630859375,-91.42425
15000.3935546875,-23.10266,15000.306640625,-34.76344,15000.1513671875,-49.47903,15000.1845703125,-68.38463,15000.1845703125,-68.40347,15000.2177734375,-74.11898,15000.1513671875,-78.77361,15000.3505859375,-83.35111,15000.328125,-87.75298,15000.140625,-91.41824
14000.255859375,-23.05671,14000.3447265625,-34.7017,14000.3232421875,-49.47124,14000.2119140625,-68.49556,14000.22265625,-68.47696,14000.1904296875,-74.21782,14000.310546875,-78.93143,14000.3662109375,-83.60219,14000.3779296875,-88.08926,14000.22265625,-91.72186
14000.27734375,-23.06561,14000.3779296875,-34.71245,14000.2998046875,-49.48515,14000.2666015625,-68.51613,14000.2119140625,-68.50609,14000.201171875,-74.24534,14000.4208984375,-78.94679,14000.3662109375,-83.65991,14000.3779296875,-88.08867,14000.1904296875,-91.78237
14000.2333984375,-23.06973,14000.3447265625,-34.71694,14000.3232421875,-49.49544,14000.1904296875,-68.52966,14000.16796875,-68.51986,14000.1787109375,-74.25446,14000.4208984375,-78.99037,14000.333984375,-83.70693,14000.3779296875,-88.07725,14000.1904296875,-91.78961
14000.27734375,-23.07598,14000.3447265625,-34.72477,14000.3447265625,-49.50579,14000.1904296875,-68.54302,14000.2119140625,-68.51407,14000.201171875,-74.26488,14000.2998046875,-79.0121,14000.3779296875,-83.6666,14000.388671875,-88.08545,14000.201171875,-91.78585
13000.3271484375,-23.02853,13000.3486328125,-34.73104,13000.3271484375,-49.48907,13000.228515625,-68.58099,13000.3935546875,-68.61138,13000.3720703125,-74.38579,13000.2060546875,-79.11946,13000.2607421875,-83.84238,13000.2392578125,-88.27973,13000.3486328125,-92.05793
13000.2939453125,-23.03568,13000.3486328125,-34.73502,13000.3046875,-49.50939,13000.2607421875,-68.59245,13000.3486328125,-68.60187,13000.3720703125,-74.40664,13000.2724609375,-79.17073,13000.2724609375,-83.89754,13000.25,-88.34682,13000.3935546875,-92.09915
13000.2939453125,-23.04307,13000.3720703125,-34.74503,13000.3271484375,-49.51641,13000.2724609375,-68.61361,13000.3935546875,-68.6235,13000.3486328125,-74.39507,13000.3046875,-79.15282,13000.283203125,-83.91949,13000.228515625,-88.38799,13000.3720703125,-92.10352
13000.2939453125,-23.04612,13000.3486328125,-34.75188,13000.31640625,-49.52874,13000.228515625,-68.62677,13000.4052734375,-68.65041,13000.3720703125,-74.41518,13000.2724609375,-79.18829,13000.3271484375,-83.94012,13000.25,-88.40997,13000.3720703125,-92.06154
12000.255859375,-23.02861,12000.33203125,-34.75885,12000.4326171875,-49.5383,12000.1904296875,-68.68129,12000.3212890625,-68.74931,12000.2451171875,-74.54561,12000.3212890625,-79.38921,12000.3759765625,-84.21574,12000.201171875,-88.83662,12000.33203125,-92.28387
12000.2333984375,-23.03655,12000.2890625,-34.76652,12000.3544921875,-49.55725,12000.1904296875,-68.69182,12000.2333984375,-68.7632,12000.2666015625,-74.56939,12000.33203125,-79.41638,12000.3994140625,-84.24006,12000.1787109375,-88.84381,12000.3212890625,-92.30158
12000.2666015625,-23.04174,12000.310546875,-34.77739,12000.41015625,-49.57263,12000.201171875,-68.69845,12000.3212890625,-68.78606,12000.33203125,-74.57423,12000.34375,-79.4391,12000.38671875,-84.21931,12000.1787109375,-88.91282,12000.3212890625,-92.32142
12000.2451171875,-23.04384,12000.2890625,-34.78282,12000.3994140625,-49.57133,12000.14453125,-68.68708,12000.2890625,-68.79355,12000.3212890625,-74.59186,12000.2998046875,-79.43207,12000.365234375,-84.26697,12000.16796875,-88.96058,12000.3212890625,-92.31403
11000.37109375,-22.97065,11000.31640625,-34.77593,11000.2607421875,-49.52344,11000.18359375,-68.83789,11000.162109375,-68.86093,11000.18359375,-74.74904,11000.216796875,-79.67438,11000.3935546875,-84.55344,11000.3271484375,-89.29883,11000.3046875,-92.57396
11000.37109375,-22.98212,11000.3271484375,-34.78359,11000.3046875,-49.53814,11000.1728515625,-68.84978,11000.140625,-68.89375,11000.1953125,-74.77285,11000.1513671875,-79.70482,11000.404296875,-84.56423,11000.3486328125,-89.3796,11000.3046875,-92.62309
11000.37109375,-22.98011,11000.3271484375,-34.78873,11000.31640625,-49.54482,11000.2060546875,-68.8544,11000.18359375,-68.90958,11000.1953125,-74.79309,11000.18359375,-79.7233,11000.42578125,-84.59091,11000.37109375,-89.36303,11000.3046875,-92.67932
11000.404296875,-22.98478,11000.31640625,-34.7911,11000.25,-49.55194,11000.2275390625,-68.86865,11000.1728515625,-68.90238,11000.18359375,-74.79422,11000.2060546875,-79.72135,11000.4150390625,-84.59662,11000.337890625,-89.396,11000.2939453125,-92.65755
10000.310546875,-23.00242,10000.38671875,-34.77539,10000.34375,-49.55251,10000.2001953125,-68.88167,10000.2109375,-68.9525,10000.3212890625,-74.90172,10000.2001953125,-79.93102,10000.265625,-84.86543,10000.2001953125,-89.67295,10000.33203125,-92.84059
10000.2890625,-23.00886,10000.365234375,-34.78641,10000.3544921875,-49.5738,10000.2109375,-68.91537,10000.1669921875,-68.97063,10000.2890625,-74.92301,10000.2333984375,-79.97036,10000.2890625,-84.89887,10000.22265625,-89.74859,10000.34375,-92.81694
10000.27734375,-23.01587,10000.3544921875,-34.79367,10000.3212890625,-49.58854,10000.123046875,-68.97101,10000.1787109375,-68.97698,10000.34375,-74.92108,10000.2109375,-79.99653,10000.2890625,-84.93081,10000.22265625,-89.76711,10000.33203125,-92.86239
10000.3212890625,-23.02015,10000.38671875,-34.79789,10000.365234375,-49.59866,10000.2109375,-68.97099,10000.189453125,-68.99017,10000.34375,-74.93947,10000.2109375,-80.02528,10000.265625,-84.94547,10000.2333984375,-89.7798,10000.34375,-92.83588
9000.3271484375,-22.92881,9000.3154296875,-34.7715,9000.392578125,-49.60966,9000.3271484375,-69.04204,9000.37109375,-69.05969,9000.3154296875,-75.10062,9000.3486328125,-80.08224,9000.3486328125,-85.29626,9000.4033203125,-90.04038,9000.392578125,-93.08837
9000.3154296875,-22.9376,9000.3271484375,-34.78753,9000.3818359375,-49.62273,9000.4140625,-69.05818,9000.37109375,-69.09257,9000.337890625,-75.10583,9000.392578125,-80.05069,9000.2822265625,-85.3341,9000.359375,-90.14754,9000.359375,-93.20325
9000.29296875,-22.94258,9000.337890625,-34.79514,9000.3154296875,-49.62955,9000.3271484375,-69.06152,9000.359375,-69.08553,9000.359375,-75.1476,9000.4140625,-80.06452,9000.3046875,-85.37817,9000.37109375,-90.09467,9000.392578125,-93.24427
9000.29296875,-22.94681,9000.3486328125,-34.80133,9000.3271484375,-49.63629,9000.2822265625,-69.09634,9000.3818359375,-69.12318,9000.3154296875,-75.15458,9000.359375,-80.04696,9000.3154296875,-85.40131,9000.337890625,-90.10427,9000.392578125,-93.26582
8000.38720703125,-22.88912,8000.2548828125,-34.7762,8000.2548828125,-49.63931,8000.1337890625,-69.1649,8000.298828125,-69.24339,8000.07861328125,-75.24569,8000.353515625,-80.29301,8000.3759765625,-85.65022,8000.3095703125,-90.43047,8000.15576171875,-93.50242
8000.38720703125,-22.89406,8000.2216796875,-34.78661,8000.298828125,-49.65056,8000.111328125,-69.19038,8000.298828125,-69.2544,8000.177734375,-75.26915,8000.33154296875,-80.32117,8000.419921875,-85.63853,8000.3427734375,-90.44747,8000.19970703125,-93.51511
8000.3759765625,-22.90512,8000.33154296875,-34.80145,8000.27685546875,-49.6685,8000.111328125,-69.20872,8000.353515625,-69.26157,8000.111328125,-75.28198,8000.3427734375,-80.35324,8000.38720703125,-85.64355,8000.32080078125,-90.49431,8000.19970703125,-93.57451
8000.353515625,-22.90225,8000.244140625,-34.80454,8000.32080078125,-49.6971,8000.12255859375,-69.21027,8000.3427734375,-69.28818,8000.14501953125,-75.33067,8000.298828125,-80.37126,8000.419921875,-85.67713,8000.3095703125,-90.51143,8000.18896484375,-93.57871
7000.2822265625,-22.91849,7000.27099609375,-34.78379,7000.34814453125,-49.64893,7000.1943359375,-69.29128,7000.29345703125,-69.3772,7000.3369140625,-75.48614,7000.2822265625,-80.4876,7000.30419921875,-86.05942,7000.23779296875,-90.86322,7000.259765625,-93.78033
7000.27099609375,-22.92789,7000.3154296875,-34.79466,7000.3369140625,-49.6593,7000.22705078125,-69.30563,7000.2490234375,-69.39243,7000.30419921875,-75.50154,7000.259765625,-80.51378,7000.3154296875,-86.08179,7000.21630859375,-90.90604,7000.23779296875,-93.86866
7000.30419921875,-22.94411,7000.29345703125,-34.80441,7000.3369140625,-49.66438,7000.1943359375,-69.31282,7000.259765625,-69.4109,7000.35888671875,-75.50865,7000.27099609375,-80.54282,7000.3154296875,-86.10815,7000.22705078125,-90.92433,7000.23779296875,-93.88107
7000.3154296875,-22.94298,7000.29345703125,-34.80914,7000.35888671875,-49.67251,7000.2490234375,-69.33911,7000.2822265625,-69.42921,7000.326171875,-75.51421,7000.2490234375,-80.57416,7000.30419921875,-86.10912,7000.259765625,-90.95904,7000.2490234375,-93.91875
6000.287109375,-22.88966,6000.19970703125,-34.78774,6000.232421875,-49.6648,6000.18798828125,-69.43324,6000.25439453125,-69.47717,6000.19970703125,-75.64363,6000.2763671875,-80.83371,6000.232421875,-86.47597,6000.25439453125,-91.39687,6000.33154296875,-94.2302
6000.29833984375,-22.89961,6000.1552734375,-34.80609,6000.24365234375,-49.68527,6000.24365234375,-69.45284,6000.287109375,-69.49371,6000.2216796875,-75.65707,6000.25439453125,-80.84144,6000.24365234375,-86.49361,6000.26513671875,-91.38803,6000.25439453125,-94.2621
6000.30908203125,-22.90368,6000.1552734375,-34.81723,6000.24365234375,-49.70375,6000.32080078125,-69.4647,6000.2763671875,-69.509,6000.18798828125,-75.66141,6000.30908203125,-80.85766,6000.18798828125,-86.49955,6000.287109375,-91.40031,6000.25439453125,-94.30347
6000.30908203125,-22.90933,6000.17724609375,-34.82505,6000.24365234375,-49.72642,6000.21044921875,-69.46227,6000.26513671875,-69.51759,6000.18798828125,-75.65548,6000.24365234375,-80.90562,6000.2216796875,-86.53177,6000.2763671875,-91.46653,6000.2763671875,-94.28859
